date,lat,lon,estimated_ndvi,vegetation_category
2024-06-29,35.5559,45.3164,0.648,Dense Vegetation
2024-06-29,35.5559,45.3259,0.631,Dense Vegetation
2024-06-29,35.5559,45.3354,0.326,Moderate Vegetation
2024-06-29,35.5559,45.3449,0.6,Moderate Vegetation
2024-06-29,35.5559,45.3544,0.59,Moderate Vegetation
2024-06-29,35.5559,45.3638,0.454,Moderate Vegetation
2024-06-29,35.5559,45.3733,0.626,Dense Vegetation
2024-06-29,35.5559,45.3828,0.565,Moderate Vegetation
2024-06-29,35.5559,45.3923,0.586,Moderate Vegetation
2024-06-29,35.5559,45.4018,0.497,Moderate Vegetation
2024-06-29,35.5559,45.4113,0.703,Dense Vegetation
2024-06-29,35.5559,45.4208,0.905,Dense Vegetation
2024-06-29,35.5559,45.4303,0.672,Dense Vegetation
2024-06-29,35.5559,45.4397,0.71,Dense Vegetation
2024-06-29,35.5559,45.4492,0.61,Dense Vegetation
2024-06-29,35.5559,45.4587,0.717,Dense Vegetation
2024-06-29,35.5559,45.4682,0.375,Moderate Vegetation
2024-06-29,35.5559,45.4777,0.652,Dense Vegetation
2024-06-29,35.5559,45.4872,0.526,Moderate Vegetation
2024-06-29,35.5559,45.4967,0.769,Dense Vegetation
2024-06-29,35.5559,45.5062,0.571,Moderate Vegetation
2024-06-29,35.5559,45.5156,0.7,Dense Vegetation
2024-06-29,35.5559,45.5251,0.389,Moderate Vegetation
2024-06-29,35.5559,45.5346,0.368,Moderate Vegetation
2024-06-29,35.5559,45.5441,0.591,Moderate Vegetation
2024-06-29,35.5559,45.5536,0.488,Moderate Vegetation
2024-06-29,35.5559,45.5631,0.511,Moderate Vegetation
2024-06-29,35.5559,45.5726,0.49,Moderate Vegetation
2024-06-29,35.5559,45.5821,0.714,Dense Vegetation
2024-06-29,35.5559,45.5915,0.511,Moderate Vegetation
2024-06-29,35.5559,45.601,0.411,Moderate Vegetation
2024-06-29,35.5559,45.6105,0.393,Moderate Vegetation
2024-06-29,35.5559,45.62,0.424,Moderate Vegetation
2024-06-29,35.5641,45.25,0.519,Moderate Vegetation
2024-06-29,35.5641,45.2595,0.483,Moderate Vegetation
2024-06-29,35.5641,45.269,0.509,Moderate Vegetation
2024-06-29,35.5641,45.2785,0.276,Sparse Vegetation
2024-06-29,35.5641,45.2879,0.5,Moderate Vegetation
2024-06-29,35.5641,45.2974,0.422,Moderate Vegetation
2024-06-29,35.5641,45.3069,0.486,Moderate Vegetation
2024-06-29,35.5641,45.3164,0.379,Moderate Vegetation
2024-06-29,35.5641,45.3259,0.415,Moderate Vegetation
2024-06-29,35.5641,45.3354,0.697,Dense Vegetation
2024-06-29,35.5641,45.3449,0.632,Dense Vegetation
2024-06-29,35.5641,45.3544,0.694,Dense Vegetation
2024-06-29,35.5641,45.3638,0.581,Moderate Vegetation
2024-06-29,35.5641,45.3733,0.637,Dense Vegetation
2024-06-29,35.5641,45.3828,0.699,Dense Vegetation
2024-06-29,35.5641,45.3923,0.597,Moderate Vegetation
2024-06-29,35.5641,45.4018,0.608,Dense Vegetation
2024-06-29,35.5641,45.4113,0.638,Dense Vegetation
2024-06-29,35.5641,45.4208,0.914,Dense Vegetation
2024-06-29,35.5641,45.4303,0.661,Dense Vegetation
2024-06-29,35.5641,45.4397,0.699,Dense Vegetation
2024-06-29,35.5641,45.4492,0.75,Dense Vegetation
2024-06-29,35.5641,45.4587,0.912,Dense Vegetation
2024-06-29,35.5641,45.4682,0.697,Dense Vegetation
2024-06-29,35.5641,45.4777,0.614,Dense Vegetation
2024-06-29,35.5641,45.4872,0.656,Dense Vegetation
2024-06-29,35.5641,45.4967,0.545,Moderate Vegetation
2024-06-29,35.5641,45.5062,0.624,Dense Vegetation
2024-06-29,35.5641,45.5156,0.501,Moderate Vegetation
2024-06-29,35.5641,45.5251,0.622,Dense Vegetation
2024-06-29,35.5641,45.5346,0.525,Moderate Vegetation
2024-06-29,35.5641,45.5441,0.505,Moderate Vegetation
2024-06-29,35.5641,45.5536,0.561,Moderate Vegetation
2024-06-29,35.5641,45.5631,0.657,Dense Vegetation
2024-06-29,35.5641,45.5726,0.423,Moderate Vegetation
2024-06-29,35.5641,45.5821,0.584,Moderate Vegetation
2024-06-29,35.5641,45.5915,0.297,Sparse Vegetation
2024-06-29,35.5641,45.601,0.302,Moderate Vegetation
2024-06-29,35.5641,45.6105,0.312,Moderate Vegetation
2024-06-29,35.5641,45.62,0.299,Sparse Vegetation
2024-06-29,35.5723,45.25,0.272,Sparse Vegetation
2024-06-29,35.5723,45.2595,0.405,Moderate Vegetation
2024-06-29,35.5723,45.269,0.318,Moderate Vegetation
2024-06-29,35.5723,45.2785,0.487,Moderate Vegetation
2024-06-29,35.5723,45.2879,0.378,Moderate Vegetation
2024-06-29,35.5723,45.2974,0.511,Moderate Vegetation
2024-06-29,35.5723,45.3069,0.411,Moderate Vegetation
2024-06-29,35.5723,45.3164,0.358,Moderate Vegetation
2024-06-29,35.5723,45.3259,0.688,Dense Vegetation
2024-06-29,35.5723,45.3354,0.532,Moderate Vegetation
2024-06-29,35.5723,45.3449,0.501,Moderate Vegetation
2024-06-29,35.5723,45.3544,0.672,Dense Vegetation
2024-06-29,35.5723,45.3638,0.607,Dense Vegetation
2024-06-29,35.5723,45.3733,0.554,Moderate Vegetation
2024-06-29,35.5723,45.3828,0.753,Dense Vegetation
2024-06-29,35.5723,45.3923,0.54,Moderate Vegetation
2024-06-29,35.5723,45.4018,0.693,Dense Vegetation
2024-06-29,35.5723,45.4113,0.685,Dense Vegetation
2024-06-29,35.5723,45.4208,0.534,Moderate Vegetation
2024-06-29,35.5723,45.4303,0.665,Dense Vegetation
2024-06-29,35.5723,45.4397,0.806,Dense Vegetation
2024-06-29,35.5723,45.4492,0.722,Dense Vegetation
2024-06-29,35.5723,45.4587,0.961,Dense Vegetation
2024-06-29,35.5723,45.4682,0.579,Moderate Vegetation
2024-06-29,35.5723,45.4777,0.553,Moderate Vegetation
2024-06-29,35.5723,45.4872,0.62,Dense Vegetation
2024-06-29,35.5723,45.4967,0.632,Dense Vegetation
2024-06-29,35.5723,45.5062,0.773,Dense Vegetation
2024-06-29,35.5723,45.5156,0.693,Dense Vegetation
2024-06-29,35.5723,45.5251,0.325,Moderate Vegetation
2024-06-29,35.5723,45.5346,0.479,Moderate Vegetation
2024-06-29,35.5723,45.5441,0.517,Moderate Vegetation
2024-06-29,35.5723,45.5536,0.595,Moderate Vegetation
2024-06-29,35.5723,45.5631,0.476,Moderate Vegetation
2024-06-29,35.5723,45.5726,0.583,Moderate Vegetation
2024-06-29,35.5723,45.5821,0.779,Dense Vegetation
2024-06-29,35.5723,45.5915,0.452,Moderate Vegetation
2024-06-29,35.5723,45.601,0.415,Moderate Vegetation
2024-06-29,35.5723,45.6105,0.366,Moderate Vegetation
2024-06-29,35.5723,45.62,0.501,Moderate Vegetation
2024-06-29,35.5805,45.25,0.595,Moderate Vegetation
2024-06-29,35.5805,45.2595,0.575,Moderate Vegetation
2024-06-29,35.5805,45.269,0.55,Moderate Vegetation
2024-06-29,35.5805,45.2785,0.457,Moderate Vegetation
2024-06-29,35.5805,45.2879,0.708,Dense Vegetation
2024-06-29,35.5805,45.2974,0.637,Dense Vegetation
2024-06-29,35.5805,45.3069,0.478,Moderate Vegetation
2024-06-29,35.5805,45.3164,0.45,Moderate Vegetation
2024-06-29,35.5805,45.3259,0.582,Moderate Vegetation
2024-06-29,35.5805,45.3354,0.561,Moderate Vegetation
2024-06-29,35.5805,45.3449,0.623,Dense Vegetation
2024-06-29,35.5805,45.3544,0.745,Dense Vegetation
2024-06-29,35.5805,45.3638,0.696,Dense Vegetation
2024-06-29,35.5805,45.3733,0.666,Dense Vegetation
2024-06-29,35.5805,45.3828,0.551,Moderate Vegetation
2024-06-29,35.5805,45.3923,0.706,Dense Vegetation
2024-06-29,35.5805,45.4018,0.619,Dense Vegetation
2024-06-29,35.5805,45.4113,0.72,Dense Vegetation
2024-06-29,35.5805,45.4208,0.901,Dense Vegetation
2024-06-29,35.5805,45.4303,0.691,Dense Vegetation
2024-06-29,35.5805,45.4397,0.682,Dense Vegetation
2024-06-29,35.5805,45.4492,0.651,Dense Vegetation
2024-06-29,35.5805,45.4587,0.818,Dense Vegetation
2024-06-29,35.5805,45.4682,0.646,Dense Vegetation
2024-06-29,35.5805,45.4777,0.631,Dense Vegetation
2024-06-29,35.5805,45.4872,0.488,Moderate Vegetation
2024-06-29,35.5805,45.4967,0.556,Moderate Vegetation
2024-06-29,35.5805,45.5062,0.535,Moderate Vegetation
2024-06-29,35.5805,45.5156,0.385,Moderate Vegetation
2024-06-29,35.5805,45.5251,0.388,Moderate Vegetation
2024-06-29,35.5805,45.5346,0.573,Moderate Vegetation
2024-06-29,35.5805,45.5441,0.582,Moderate Vegetation
2024-06-29,35.5805,45.5536,0.639,Dense Vegetation
2024-06-29,35.5805,45.5631,0.586,Moderate Vegetation
2024-06-29,35.5805,45.5726,0.471,Moderate Vegetation
2024-06-29,35.5805,45.5821,0.476,Moderate Vegetation
2024-06-29,35.5805,45.5915,0.518,Moderate Vegetation
2024-06-29,35.5805,45.601,0.503,Moderate Vegetation
2024-06-29,35.5805,45.6105,0.445,Moderate Vegetation
2024-06-29,35.5805,45.62,0.541,Moderate Vegetation
2024-06-29,35.5887,45.25,0.471,Moderate Vegetation
2024-06-29,35.5887,45.2595,0.385,Moderate Vegetation
2024-06-29,35.5887,45.269,0.538,Moderate Vegetation
2024-06-29,35.5887,45.2785,0.576,Moderate Vegetation
2024-06-29,35.5887,45.2879,0.482,Moderate Vegetation
2024-06-29,35.5887,45.2974,0.332,Moderate Vegetation
2024-06-29,35.5887,45.3069,0.569,Moderate Vegetation
2024-06-29,35.5887,45.3164,0.509,Moderate Vegetation
2024-06-29,35.5887,45.3259,0.595,Moderate Vegetation
2024-06-29,35.5887,45.3354,0.525,Moderate Vegetation
2024-06-29,35.5887,45.3449,0.511,Moderate Vegetation
2024-06-29,35.5887,45.3544,0.657,Dense Vegetation
2024-06-29,35.5887,45.3638,0.481,Moderate Vegetation
2024-06-29,35.5887,45.3733,0.456,Moderate Vegetation
2024-06-29,35.5887,45.3828,0.669,Dense Vegetation
2024-06-29,35.5887,45.3923,0.642,Dense Vegetation
2024-06-29,35.5887,45.4018,0.5,Moderate Vegetation
2024-06-29,35.5887,45.4113,0.527,Moderate Vegetation
2024-06-29,35.5887,45.4208,0.733,Dense Vegetation
2024-06-29,35.5887,45.4303,0.654,Dense Vegetation
2024-06-29,35.5887,45.4397,0.858,Dense Vegetation
2024-06-29,35.5887,45.4492,0.732,Dense Vegetation
2024-06-29,35.5887,45.4587,0.532,Moderate Vegetation
2024-06-29,35.5887,45.4682,0.613,Dense Vegetation
2024-06-29,35.5887,45.4777,0.41,Moderate Vegetation
2024-06-29,35.5887,45.4872,0.46,Moderate Vegetation
2024-06-29,35.5887,45.4967,0.66,Dense Vegetation
2024-06-29,35.5887,45.5062,0.372,Moderate Vegetation
2024-06-29,35.5887,45.5156,0.488,Moderate Vegetation
2024-06-29,35.5887,45.5251,0.575,Moderate Vegetation
2024-06-29,35.5887,45.5346,0.654,Dense Vegetation
2024-06-29,35.5887,45.5441,0.636,Dense Vegetation
2024-06-29,35.5887,45.5536,0.597,Moderate Vegetation
2024-06-29,35.5887,45.5631,0.638,Dense Vegetation
2024-06-29,35.5887,45.5726,0.432,Moderate Vegetation
2024-06-29,35.5887,45.5821,0.443,Moderate Vegetation
2024-06-29,35.5887,45.5915,0.412,Moderate Vegetation
2024-06-29,35.5887,45.601,0.348,Moderate Vegetation
2024-06-29,35.5887,45.6105,0.386,Moderate Vegetation
2024-06-29,35.5887,45.62,0.43,Moderate Vegetation
2024-06-29,35.5969,45.25,0.236,Sparse Vegetation
2024-06-29,35.5969,45.2595,0.478,Moderate Vegetation
2024-06-29,35.5969,45.269,0.321,Moderate Vegetation
2024-06-29,35.5969,45.2785,0.504,Moderate Vegetation
2024-06-29,35.5969,45.2879,0.453,Moderate Vegetation
2024-06-29,35.5969,45.2974,0.396,Moderate Vegetation
2024-06-29,35.5969,45.3069,0.613,Dense Vegetation
2024-06-29,35.5969,45.3164,0.574,Moderate Vegetation
2024-06-29,35.5969,45.3259,0.669,Dense Vegetation
2024-06-29,35.5969,45.3354,0.479,Moderate Vegetation
2024-06-29,35.5969,45.3449,0.671,Dense Vegetation
2024-06-29,35.5969,45.3544,0.448,Moderate Vegetation
2024-06-29,35.5969,45.3638,0.475,Moderate Vegetation
2024-06-29,35.5969,45.3733,0.757,Dense Vegetation
2024-06-29,35.5969,45.3828,0.554,Moderate Vegetation
2024-06-29,35.5969,45.3923,0.521,Moderate Vegetation
2024-06-29,35.5969,45.4018,0.621,Dense Vegetation
2024-06-29,35.5969,45.4113,0.831,Dense Vegetation
2024-06-29,35.5969,45.4208,0.519,Moderate Vegetation
2024-06-29,35.5969,45.4303,0.696,Dense Vegetation
2024-06-29,35.5969,45.4397,0.716,Dense Vegetation
2024-06-29,35.5969,45.4492,0.717,Dense Vegetation
2024-06-29,35.5969,45.4587,0.54,Moderate Vegetation
2024-06-29,35.5969,45.4682,0.568,Moderate Vegetation
2024-06-29,35.5969,45.4777,0.654,Dense Vegetation
2024-06-29,35.5969,45.4872,0.598,Moderate Vegetation
2024-06-29,35.5969,45.4967,0.421,Moderate Vegetation
2024-06-29,35.5969,45.5062,0.502,Moderate Vegetation
2024-06-29,35.5969,45.5156,0.592,Moderate Vegetation
2024-06-29,35.5969,45.5251,0.6,Dense Vegetation
2024-06-29,35.5969,45.5346,0.554,Moderate Vegetation
2024-06-29,35.5969,45.5441,0.556,Moderate Vegetation
2024-06-29,35.5969,45.5536,0.613,Dense Vegetation
2024-06-29,35.5969,45.5631,0.57,Moderate Vegetation
2024-06-29,35.5969,45.5726,0.501,Moderate Vegetation
2024-06-29,35.5969,45.5821,0.38,Moderate Vegetation
2024-06-29,35.5969,45.5915,0.572,Moderate Vegetation
2024-06-29,35.5969,45.601,0.309,Moderate Vegetation
2024-06-29,35.5969,45.6105,0.345,Moderate Vegetation
2024-06-29,35.5969,45.62,0.567,Moderate Vegetation
2024-06-29,35.6051,45.25,0.445,Moderate Vegetation
2024-06-29,35.6051,45.2595,0.481,Moderate Vegetation
2024-06-29,35.6051,45.269,0.404,Moderate Vegetation
2024-06-29,35.6051,45.2785,0.566,Moderate Vegetation
2024-06-29,35.6051,45.2879,0.386,Moderate Vegetation
2024-06-29,35.6051,45.2974,0.538,Moderate Vegetation
2024-06-29,35.6051,45.3069,0.514,Moderate Vegetation
2024-06-29,35.6051,45.3164,0.42,Moderate Vegetation
2024-06-29,35.6051,45.3259,0.537,Moderate Vegetation
2024-06-29,35.6051,45.3354,0.697,Dense Vegetation
2024-06-29,35.6051,45.3449,0.61,Dense Vegetation
2024-06-29,35.6051,45.3544,0.474,Moderate Vegetation
2024-06-29,35.6051,45.3638,0.657,Dense Vegetation
2024-06-29,35.6051,45.3733,0.49,Moderate Vegetation
2024-06-29,35.6051,45.3828,0.635,Dense Vegetation
2024-06-29,35.6051,45.3923,0.545,Moderate Vegetation
2024-06-29,35.6051,45.4018,0.779,Dense Vegetation
2024-06-29,35.6051,45.4113,0.453,Moderate Vegetation
2024-06-29,35.6051,45.4208,0.644,Dense Vegetation
2024-06-29,35.6051,45.4303,0.572,Moderate Vegetation
2024-06-29,35.6051,45.4397,0.682,Dense Vegetation
2024-06-29,35.6051,45.4492,0.704,Dense Vegetation
2024-06-29,35.6051,45.4587,0.495,Moderate Vegetation
2024-06-29,35.6051,45.4682,0.682,Dense Vegetation
2024-06-29,35.6051,45.4777,0.689,Dense Vegetation
2024-06-29,35.6051,45.4872,0.523,Moderate Vegetation
2024-06-29,35.6051,45.4967,0.678,Dense Vegetation
2024-06-29,35.6051,45.5062,0.476,Moderate Vegetation
2024-06-29,35.6051,45.5156,0.494,Moderate Vegetation
2024-06-29,35.6051,45.5251,0.664,Dense Vegetation
2024-06-29,35.6051,45.5346,0.549,Moderate Vegetation
2024-06-29,35.6051,45.5441,0.491,Moderate Vegetation
2024-06-29,35.6051,45.5536,0.749,Dense Vegetation
2024-06-29,35.6051,45.5631,0.415,Moderate Vegetation
2024-06-29,35.6051,45.5726,0.435,Moderate Vegetation
2024-06-29,35.6051,45.5821,0.513,Moderate Vegetation
2024-06-29,35.6051,45.5915,0.444,Moderate Vegetation
2024-06-29,35.6051,45.601,0.438,Moderate Vegetation
2024-06-29,35.6051,45.6105,0.554,Moderate Vegetation
2024-06-29,35.6051,45.62,0.421,Moderate Vegetation
2024-06-29,35.6133,45.25,0.41,Moderate Vegetation
2024-06-29,35.6133,45.2595,0.489,Moderate Vegetation
2024-06-29,35.6133,45.269,0.509,Moderate Vegetation
2024-06-29,35.6133,45.2785,0.595,Moderate Vegetation
2024-06-29,35.6133,45.2879,0.506,Moderate Vegetation
2024-06-29,35.6133,45.2974,0.585,Moderate Vegetation
2024-06-29,35.6133,45.3069,0.492,Moderate Vegetation
2024-06-29,35.6133,45.3164,0.465,Moderate Vegetation
2024-06-29,35.6133,45.3259,0.55,Moderate Vegetation
2024-06-29,35.6133,45.3354,0.64,Dense Vegetation
2024-06-29,35.6133,45.3449,0.454,Moderate Vegetation
2024-06-29,35.6133,45.3544,0.394,Moderate Vegetation
2024-06-29,35.6133,45.3638,0.549,Moderate Vegetation
2024-06-29,35.6133,45.3733,0.588,Moderate Vegetation
2024-06-29,35.6133,45.3828,0.63,Dense Vegetation
2024-06-29,35.6133,45.3923,0.565,Moderate Vegetation
2024-06-29,35.6133,45.4018,0.616,Dense Vegetation
2024-06-29,35.6133,45.4113,0.727,Dense Vegetation
2024-06-29,35.6133,45.4208,0.517,Moderate Vegetation
2024-06-29,35.6133,45.4303,0.671,Dense Vegetation
2024-06-29,35.6133,45.4397,0.665,Dense Vegetation
2024-06-29,35.6133,45.4492,0.827,Dense Vegetation
2024-06-29,35.6133,45.4587,0.619,Dense Vegetation
2024-06-29,35.6133,45.4682,0.461,Moderate Vegetation
2024-06-29,35.6133,45.4777,0.569,Moderate Vegetation
2024-06-29,35.6133,45.4872,0.419,Moderate Vegetation
2024-06-29,35.6133,45.4967,0.415,Moderate Vegetation
2024-06-29,35.6133,45.5062,0.545,Moderate Vegetation
2024-06-29,35.6133,45.5156,0.665,Dense Vegetation
2024-06-29,35.6133,45.5251,0.385,Moderate Vegetation
2024-06-29,35.6133,45.5346,0.573,Moderate Vegetation
2024-06-29,35.6133,45.5441,0.412,Moderate Vegetation
2024-06-29,35.6133,45.5536,0.42,Moderate Vegetation
2024-06-29,35.6133,45.5631,0.424,Moderate Vegetation
2024-06-29,35.6133,45.5726,0.578,Moderate Vegetation
2024-06-29,35.6133,45.5821,0.656,Dense Vegetation
2024-06-29,35.6133,45.5915,0.382,Moderate Vegetation
2024-06-29,35.6133,45.601,0.51,Moderate Vegetation
2024-06-29,35.6133,45.6105,0.649,Dense Vegetation
2024-06-29,35.6133,45.62,0.508,Moderate Vegetation
2024-06-29,35.6215,45.25,0.408,Moderate Vegetation
2024-06-29,35.6215,45.2595,0.553,Moderate Vegetation
2024-06-29,35.6215,45.269,0.488,Moderate Vegetation
2024-06-29,35.6215,45.2785,0.364,Moderate Vegetation
2024-06-29,35.6215,45.2879,0.467,Moderate Vegetation
2024-06-29,35.6215,45.2974,0.485,Moderate Vegetation
2024-06-29,35.6215,45.3069,0.423,Moderate Vegetation
2024-06-29,35.6215,45.3164,0.495,Moderate Vegetation
2024-06-29,35.6215,45.3259,0.481,Moderate Vegetation
2024-06-29,35.6215,45.3354,0.615,Dense Vegetation
2024-06-29,35.6215,45.3449,0.662,Dense Vegetation
2024-06-29,35.6215,45.3544,0.417,Moderate Vegetation
2024-06-29,35.6215,45.3638,0.626,Dense Vegetation
2024-06-29,35.6215,45.3733,0.481,Moderate Vegetation
2024-06-29,35.6215,45.3828,0.634,Dense Vegetation
2024-06-29,35.6215,45.3923,0.592,Moderate Vegetation
2024-06-29,35.6215,45.4018,0.815,Dense Vegetation
2024-06-29,35.6215,45.4113,0.588,Moderate Vegetation
2024-06-29,35.6215,45.4208,0.604,Dense Vegetation
2024-06-29,35.6215,45.4303,0.615,Dense Vegetation
2024-06-29,35.6215,45.4397,0.332,Moderate Vegetation
2024-06-29,35.6215,45.4492,0.59,Moderate Vegetation
2024-06-29,35.6215,45.4587,0.595,Moderate Vegetation
2024-06-29,35.6215,45.4682,0.618,Dense Vegetation
2024-06-29,35.6215,45.4777,0.662,Dense Vegetation
2024-06-29,35.6215,45.4872,0.477,Moderate Vegetation
2024-06-29,35.6215,45.4967,0.738,Dense Vegetation
2024-06-29,35.6215,45.5062,0.706,Dense Vegetation
2024-06-29,35.6215,45.5156,0.491,Moderate Vegetation
2024-06-29,35.6215,45.5251,0.643,Dense Vegetation
2024-06-29,35.6215,45.5346,0.606,Dense Vegetation
2024-06-29,35.6215,45.5441,0.546,Moderate Vegetation
2024-06-29,35.6215,45.5536,0.506,Moderate Vegetation
2024-06-29,35.6215,45.5631,0.527,Moderate Vegetation
2024-06-29,35.6215,45.5726,0.456,Moderate Vegetation
2024-06-29,35.6215,45.5821,0.503,Moderate Vegetation
2024-06-29,35.6215,45.5915,0.559,Moderate Vegetation
2024-06-29,35.6215,45.601,0.484,Moderate Vegetation
2024-06-29,35.6215,45.6105,0.513,Moderate Vegetation
2024-06-29,35.6215,45.62,0.398,Moderate Vegetation
2024-06-29,35.6297,45.25,0.339,Moderate Vegetation
2024-06-29,35.6297,45.2595,0.355,Moderate Vegetation
2024-06-29,35.6297,45.269,0.381,Moderate Vegetation
2024-06-29,35.6297,45.2785,0.524,Moderate Vegetation
2024-06-29,35.6297,45.2879,0.406,Moderate Vegetation
2024-06-29,35.6297,45.2974,0.378,Moderate Vegetation
2024-06-29,35.6297,45.3069,0.668,Dense Vegetation
2024-06-29,35.6297,45.3164,0.57,Moderate Vegetation
2024-06-29,35.6297,45.3259,0.591,Moderate Vegetation
2024-06-29,35.6297,45.3354,0.408,Moderate Vegetation
2024-06-29,35.6297,45.3449,0.424,Moderate Vegetation
2024-06-29,35.6297,45.3544,0.591,Moderate Vegetation
2024-06-29,35.6297,45.3638,0.533,Moderate Vegetation
2024-06-29,35.6297,45.3733,0.411,Moderate Vegetation
2024-06-29,35.6297,45.3828,0.584,Moderate Vegetation
2024-06-29,35.6297,45.3923,0.757,Dense Vegetation
2024-06-29,35.6297,45.4018,0.704,Dense Vegetation
2024-06-29,35.6297,45.4113,0.589,Moderate Vegetation
2024-06-29,35.6297,45.4208,0.423,Moderate Vegetation
2024-06-29,35.6297,45.4303,0.56,Moderate Vegetation
2024-06-29,35.6297,45.4397,0.56,Moderate Vegetation
2024-06-29,35.6297,45.4492,0.583,Moderate Vegetation
2024-06-29,35.6297,45.4587,0.68,Dense Vegetation
2024-06-29,35.6297,45.4682,0.571,Moderate Vegetation
2024-06-29,35.6297,45.4777,0.621,Dense Vegetation
2024-06-29,35.6297,45.4872,0.445,Moderate Vegetation
2024-06-29,35.6297,45.4967,0.388,Moderate Vegetation
2024-06-29,35.6297,45.5062,0.554,Moderate Vegetation
2024-06-29,35.6297,45.5156,0.598,Moderate Vegetation
2024-06-29,35.6297,45.5251,0.652,Dense Vegetation
2024-06-29,35.6297,45.5346,0.531,Moderate Vegetation
2024-06-29,35.6297,45.5441,0.576,Moderate Vegetation
2024-06-29,35.6297,45.5536,0.351,Moderate Vegetation
2024-06-29,35.6297,45.5631,0.462,Moderate Vegetation
2024-06-29,35.6297,45.5726,0.531,Moderate Vegetation
2024-06-29,35.6297,45.5821,0.394,Moderate Vegetation
2024-06-29,35.6297,45.5915,0.422,Moderate Vegetation
2024-06-29,35.6297,45.601,0.281,Sparse Vegetation
2024-06-29,35.6297,45.6105,0.462,Moderate Vegetation
2024-06-29,35.6297,45.62,0.467,Moderate Vegetation
2024-06-29,35.6379,45.25,0.496,Moderate Vegetation
2024-06-29,35.6379,45.2595,0.349,Moderate Vegetation
2024-06-29,35.6379,45.269,0.295,Sparse Vegetation
2024-06-29,35.6379,45.2785,0.465,Moderate Vegetation
2024-06-29,35.6379,45.2879,0.441,Moderate Vegetation
2024-06-29,35.6379,45.2974,0.618,Dense Vegetation
2024-06-29,35.6379,45.3069,0.473,Moderate Vegetation
2024-06-29,35.6379,45.3164,0.41,Moderate Vegetation
2024-06-29,35.6379,45.3259,0.533,Moderate Vegetation
2024-06-29,35.6379,45.3354,0.454,Moderate Vegetation
2024-06-29,35.6379,45.3449,0.54,Moderate Vegetation
2024-06-29,35.6379,45.3544,0.476,Moderate Vegetation
2024-06-29,35.6379,45.3638,0.593,Moderate Vegetation
2024-06-29,35.6379,45.3733,0.675,Dense Vegetation
2024-06-29,35.6379,45.3828,0.615,Dense Vegetation
2024-06-29,35.6379,45.3923,0.564,Moderate Vegetation
2024-06-29,35.6379,45.4018,0.377,Moderate Vegetation
2024-06-29,35.6379,45.4113,0.531,Moderate Vegetation
2024-06-29,35.6379,45.4208,0.664,Dense Vegetation
2024-06-29,35.6379,45.4303,0.6,Dense Vegetation
2024-06-29,35.6379,45.4397,0.457,Moderate Vegetation
2024-06-29,35.6379,45.4492,0.656,Dense Vegetation
2024-06-29,35.6379,45.4587,0.631,Dense Vegetation
2024-06-29,35.6379,45.4682,0.602,Dense Vegetation
2024-06-29,35.6379,45.4777,0.626,Dense Vegetation
2024-06-29,35.6379,45.4872,0.367,Moderate Vegetation
2024-06-29,35.6379,45.4967,0.522,Moderate Vegetation
2024-06-29,35.6379,45.5062,0.539,Moderate Vegetation
2024-06-29,35.6379,45.5156,0.432,Moderate Vegetation
2024-06-29,35.6379,45.5251,0.509,Moderate Vegetation
2024-06-29,35.6379,45.5346,0.565,Moderate Vegetation
2024-06-29,35.6379,45.5441,0.503,Moderate Vegetation
2024-06-29,35.6379,45.5536,0.544,Moderate Vegetation
2024-06-29,35.6379,45.5631,0.265,Sparse Vegetation
2024-06-29,35.6379,45.5726,0.355,Moderate Vegetation
2024-06-29,35.6379,45.5821,0.364,Moderate Vegetation
2024-06-29,35.6379,45.5915,0.305,Moderate Vegetation
2024-06-29,35.6379,45.601,0.645,Dense Vegetation
2024-06-29,35.6379,45.6105,0.45,Moderate Vegetation
2024-06-29,35.6379,45.62,0.439,Moderate Vegetation
2024-06-29,35.6462,45.25,0.25,Sparse Vegetation
2024-06-29,35.6462,45.2595,0.482,Moderate Vegetation
2024-06-29,35.6462,45.269,0.448,Moderate Vegetation
2024-06-29,35.6462,45.2785,0.49,Moderate Vegetation
2024-06-29,35.6462,45.2879,0.513,Moderate Vegetation
2024-06-29,35.6462,45.2974,0.485,Moderate Vegetation
2024-06-29,35.6462,45.3069,0.545,Moderate Vegetation
2024-06-29,35.6462,45.3164,0.479,Moderate Vegetation
2024-06-29,35.6462,45.3259,0.503,Moderate Vegetation
2024-06-29,35.6462,45.3354,0.722,Dense Vegetation
2024-06-29,35.6462,45.3449,0.781,Dense Vegetation
2024-06-29,35.6462,45.3544,0.4,Moderate Vegetation
2024-06-29,35.6462,45.3638,0.528,Moderate Vegetation
2024-06-29,35.6462,45.3733,0.469,Moderate Vegetation
2024-06-29,35.6462,45.3828,0.448,Moderate Vegetation
2024-06-29,35.6462,45.3923,0.463,Moderate Vegetation
2024-06-29,35.6462,45.4018,0.754,Dense Vegetation
2024-06-29,35.6462,45.4113,0.533,Moderate Vegetation
2024-06-29,35.6462,45.4208,0.745,Dense Vegetation
2024-06-29,35.6462,45.4303,0.576,Moderate Vegetation
2024-06-29,35.6462,45.4397,0.446,Moderate Vegetation
2024-06-29,35.6462,45.4492,0.418,Moderate Vegetation
2024-06-29,35.6462,45.4587,0.652,Dense Vegetation
